SuburbClass,Price,Rooms,Bedroom2,Bathroom,Car,Distance,YearBuilt
2,1086000.0,4,4.0,2.0,2.0,10.5,1960.0
2,680000.0,2,2.0,1.0,1.0,10.5,1950.0
2,650000.0,2,2.0,1.0,3.0,10.5,1950.0
2,890000.0,5,5.0,2.0,2.0,10.5,1972.0
2,650000.0,3,3.0,1.0,2.0,10.5,1955.0
2,770000.0,8,8.0,4.0,4.0,10.5,1960.0
2,950000.0,3,3.0,1.0,2.0,10.5,1960.0
2,856000.0,4,4.0,1.0,2.0,10.5,1975.0
2,600000.0,3,3.0,2.0,2.0,10.5,2012.0
2,1100000.0,3,3.0,1.0,0.0,10.5,1925.0
2,915000.0,3,3.0,1.0,1.0,10.5,1950.0
2,526000.0,2,2.0,1.0,1.0,10.5,1994.0
2,550000.0,3,3.0,1.0,1.0,10.5,1960.0
2,590000.0,2,2.0,1.0,2.0,10.5,1955.0
2,920000.0,2,2.0,1.0,3.0,10.5,1950.0
2,460000.0,2,2.0,1.0,2.0,10.5,1955.0
2,1000500.0,4,4.0,2.0,1.0,10.5,1950.0
2,631000.0,3,3.0,1.0,1.0,10.5,1960.0
3,691000.0,3,2.0,1.0,2.0,9.4,1965.0
3,560000.0,3,3.0,1.0,1.0,9.4,1960.0
3,370000.0,2,2.0,1.0,1.0,9.4,2013.0
3,532000.0,3,3.0,1.0,1.0,9.4,1955.0
3,740000.0,3,3.0,2.0,1.0,9.4,1960.0
3,525000.0,3,3.0,1.0,2.0,9.4,1970.0
3,515500.0,2,2.0,1.0,1.0,9.4,1960.0
3,800000.0,3,3.0,1.0,3.0,9.4,1950.0
3,450000.0,2,2.0,1.0,2.0,9.4,1960.0
3,620000.0,2,2.0,1.0,2.0,9.4,1950.0
3,440500.0,2,2.0,1.0,1.0,9.4,1955.0
3,758000.0,4,4.0,1.0,1.0,9.4,1955.0
3,480000.0,3,3.0,1.0,1.0,9.4,1980.0
3,715000.0,4,4.0,2.0,2.0,9.4,1990.0
3,646250.0,3,3.0,1.0,2.0,9.4,1965.0
3,1375000.0,3,3.0,1.0,1.0,9.4,1960.0
3,722000.0,3,3.0,1.0,2.0,9.4,1950.0
3,725000.0,2,2.0,1.0,3.0,9.4,1960.0
3,465000.0,3,2.0,1.0,1.0,9.4,1960.0
1,1550000.0,2,2.0,1.0,1.0,13.0,1950.0
1,1340000.0,3,3.0,1.0,1.0,13.0,1920.0
1,1316000.0,3,2.0,1.0,2.0,13.0,1949.0
1,828000.0,3,3.0,2.0,1.0,13.0,2002.0
1,1055000.0,3,3.0,1.0,1.0,13.0,1930.0
1,2120000.0,4,4.0,2.0,2.0,13.0,1925.0
1,1745000.0,4,4.0,2.0,1.0,13.0,1925.0
1,1700000.0,4,4.0,2.0,2.0,13.0,1940.0
1,1337000.0,4,4.0,1.0,2.0,13.0,1930.0
1,1210000.0,3,3.0,1.0,2.0,13.0,1940.0
1,1167500.0,4,3.0,2.0,1.0,13.0,1950.0
1,900000.0,3,3.0,2.0,1.0,13.0,1975.0
1,677500.0,2,2.0,1.0,4.0,13.0,1950.0
1,2265000.0,4,4.0,2.0,2.0,7.9,1925.0
1,981000.0,3,5.0,3.0,2.0,7.9,2016.0
1,2400000.0,4,0.0,2.0,2.0,7.9,1920.0
1,890000.0,3,3.0,2.0,2.0,7.9,2005.0
1,785000.0,3,3.0,2.0,0.0,7.9,1950.0
1,1155000.0,3,3.0,1.0,2.0,7.9,1945.0
1,1020000.0,2,2.0,1.0,1.0,7.9,1955.0
1,1465000.0,3,3.0,1.0,2.0,7.9,1960.0
1,855000.0,3,3.0,2.0,2.0,7.9,1980.0
1,1010000.0,3,3.0,2.0,2.0,7.9,2003.0
1,1220000.0,3,3.0,1.0,1.0,7.9,1975.0
1,1605000.0,3,3.0,2.0,2.0,7.9,1920.0
1,1075000.0,3,3.0,1.0,2.0,7.9,1950.0
1,1535000.0,3,3.0,1.0,2.0,7.9,1950.0
1,1470000.0,4,4.0,2.0,1.0,7.9,1950.0
1,1486000.0,3,3.0,1.0,2.0,7.9,1930.0
1,750000.0,3,3.0,1.0,1.0,7.9,1990.0
1,1730000.0,5,4.0,2.0,2.0,7.9,2007.0
1,779000.0,2,3.0,1.0,2.0,7.9,1970.0
1,1850000.0,3,3.0,2.0,2.0,7.9,2000.0
1,2600000.0,5,5.0,3.0,1.0,7.9,1920.0
1,1102000.0,3,3.0,1.0,1.0,7.9,1950.0
1,1275000.0,3,3.0,2.0,2.0,7.9,1950.0
1,785000.0,2,2.0,2.0,1.0,7.9,2010.0
1,1223500.0,3,3.0,2.0,2.0,7.9,1980.0
1,1720000.0,4,4.0,2.0,3.0,7.9,1935.0
1,1225000.0,3,3.0,1.0,1.0,7.9,1930.0
1,1460000.0,4,4.0,1.0,2.0,7.9,1940.0
1,2090000.0,4,4.0,3.0,2.0,7.9,1980.0
1,700000.0,3,3.0,2.0,1.0,7.9,1990.0
1,1420000.0,5,5.0,3.0,1.0,7.9,2006.0
1,550000.0,3,3.0,1.0,1.0,7.9,1970.0
1,2595000.0,4,4.0,3.0,3.0,7.9,2007.0
1,710000.0,2,2.0,1.0,1.0,7.9,2012.0
3,515000.0,3,3.0,1.0,4.0,15.0,1975.0
3,582000.0,3,3.0,2.0,4.0,15.0,1980.0
3,545000.0,3,3.0,2.0,2.0,15.0,1980.0
3,751000.0,4,4.0,2.0,2.0,15.0,2000.0
3,500000.0,4,4.0,1.0,2.0,15.0,1985.0
3,560000.0,4,4.0,2.0,2.0,15.0,1980.0
2,703000.0,3,3.0,2.0,2.0,12.8,1995.0
2,650000.0,3,3.0,1.0,1.0,12.8,1970.0
2,770000.0,3,3.0,2.0,1.0,12.8,2010.0
2,480000.0,3,3.0,2.0,1.0,12.8,2012.0
2,590000.0,3,3.0,1.0,2.0,12.8,1974.0
2,900000.0,4,4.0,2.0,1.0,12.8,2011.0
2,700000.0,3,3.0,2.0,2.0,12.8,1999.0
2,816000.0,4,4.0,2.0,1.0,12.8,1978.0
2,845000.0,4,3.0,1.0,1.0,12.8,1965.0
2,725000.0,3,3.0,1.0,1.0,12.8,1965.0
2,772000.0,3,3.0,2.0,3.0,12.8,1980.0
2,650000.0,3,3.0,2.0,2.0,12.8,2013.0
2,757000.0,3,3.0,2.0,1.0,12.8,1960.0
2,690000.0,3,3.0,2.0,2.0,12.8,1970.0
2,583000.0,3,3.0,1.0,1.0,12.8,2003.0
2,920000.0,4,3.0,2.0,2.0,12.8,1975.0
2,880000.0,3,3.0,1.0,2.0,12.8,1980.0
2,886000.0,4,4.0,3.0,1.0,12.8,1950.0
2,920000.0,4,4.0,2.0,2.0,12.8,1992.0
2,976000.0,3,3.0,3.0,2.0,12.8,1980.0
2,1420000.0,4,4.0,2.0,2.0,12.8,2011.0
2,900000.0,3,3.0,1.0,1.0,12.8,1970.0
2,1010000.0,4,4.0,2.0,2.0,12.8,1980.0
2,835000.0,4,4.0,2.0,3.0,12.8,1990.0
2,705000.0,3,3.0,2.0,1.0,12.8,1995.0
2,680000.0,3,3.0,2.0,2.0,12.8,1998.0
2,785000.0,3,3.0,1.0,2.0,12.8,1965.0
2,695000.0,3,3.0,2.0,2.0,12.8,1970.0
2,770000.0,4,4.0,2.0,2.0,12.8,1970.0
2,570000.0,3,3.0,1.0,2.0,12.8,1970.0
2,830000.0,4,4.0,2.0,2.0,12.8,1995.0
2,600000.0,3,3.0,1.0,1.0,12.8,1970.0
2,825000.0,3,3.0,2.0,1.0,12.8,2017.0
2,735000.0,4,4.0,2.0,2.0,12.8,2000.0
2,875000.0,3,3.0,2.0,2.0,12.8,1970.0
2,601200.0,3,4.0,1.0,1.0,12.8,1960.0
2,680000.0,3,3.0,1.0,2.0,12.8,1980.0
2,705000.0,3,3.0,1.0,2.0,12.8,1970.0
2,710000.0,3,3.0,2.0,1.0,12.8,2013.0
2,732000.0,4,4.0,2.0,2.0,12.8,1980.0
2,715000.0,3,3.0,2.0,4.0,12.8,1970.0
2,852000.0,3,3.0,1.0,1.0,4.2,2000.0
2,1037000.0,3,3.0,1.0,1.0,4.2,1910.0
2,1470000.0,3,3.0,1.0,1.0,4.2,1910.0
2,1050000.0,3,3.0,1.0,1.0,4.2,1900.0
2,1271000.0,3,3.0,1.0,1.0,4.2,1900.0
2,1010000.0,3,3.0,1.0,0.0,4.2,1900.0
2,750000.0,2,2.0,1.0,1.0,4.2,2002.0
2,905000.0,2,2.0,2.0,1.0,4.2,1999.0
2,960000.0,2,2.0,1.0,1.0,4.2,1900.0
2,1031000.0,2,2.0,1.0,1.0,4.2,1900.0
2,918000.0,3,3.0,2.0,1.0,4.2,1998.0
2,870000.0,3,3.0,1.0,1.0,4.2,1992.0
2,1165000.0,3,3.0,1.0,0.0,4.2,1910.0
2,1710000.0,5,5.0,2.0,2.0,4.2,1890.0
2,1455000.0,3,3.0,1.0,0.0,4.2,1900.0
2,765000.0,2,2.0,1.0,2.0,4.2,1965.0
2,1234500.0,2,2.0,2.0,2.0,4.2,2008.0
2,825000.0,2,2.0,1.0,1.0,4.2,1915.0
2,812000.0,2,2.0,1.0,0.0,4.2,1887.0
2,1900000.0,5,5.0,2.0,2.0,4.2,1890.0
2,732000.0,2,3.0,2.0,1.0,4.2,2002.0
2,1260000.0,3,3.0,2.0,2.0,4.2,1900.0
2,1000000.0,3,3.0,2.0,2.0,4.2,1997.0
2,1155000.0,2,2.0,1.0,1.0,4.2,1890.0
2,700000.0,2,2.0,1.0,3.0,4.2,1997.0
2,790000.0,3,3.0,2.0,2.0,4.2,2003.0
2,700000.0,2,2.0,2.0,1.0,4.2,2009.0
2,1230000.0,3,3.0,1.0,1.0,4.2,1915.0
2,850000.0,2,2.0,1.0,1.0,4.2,1900.0
2,868000.0,2,2.0,1.0,1.0,4.2,2000.0
2,960000.0,2,2.0,1.0,0.0,4.2,1900.0
2,773000.0,2,2.0,1.0,1.0,4.2,1970.0
1,1635000.0,3,3.0,1.0,2.0,5.6,1990.0
1,4350000.0,5,5.0,3.0,2.0,5.6,1930.0
1,1490000.0,3,3.0,2.0,2.0,5.6,1970.0
1,2130000.0,4,4.0,2.0,2.0,5.6,1985.0
1,3550000.0,4,4.0,3.0,4.0,5.6,1935.0
1,1326000.0,2,2.0,1.0,2.0,5.6,1890.0
1,1950000.0,4,3.0,2.0,2.0,5.6,2000.0
1,2550000.0,4,4.0,2.0,2.0,5.6,1930.0
1,1878000.0,3,3.0,2.0,1.0,5.6,2015.0
1,1910000.0,4,4.0,3.0,2.0,5.6,2016.0
1,1410000.0,3,3.0,1.0,2.0,5.6,1885.0
1,2310000.0,3,3.0,1.0,2.0,5.6,1920.0
1,890000.0,2,2.0,1.0,1.0,5.6,1970.0
1,2315000.0,4,4.0,2.0,0.0,5.6,1900.0
1,800000.0,3,3.0,2.0,2.0,5.6,1970.0
1,4850000.0,5,5.0,4.0,4.0,5.6,1930.0
1,2770000.0,3,3.0,3.0,4.0,5.6,1927.0
1,6500000.0,6,6.0,6.0,3.0,5.6,1890.0
1,1905000.0,3,4.0,2.0,2.0,5.6,1910.0
1,2286000.0,4,4.0,3.0,2.0,5.6,1975.0
1,1575000.0,3,3.0,2.0,2.0,5.6,1940.0
1,972500.0,3,3.0,2.0,2.0,5.6,1970.0
1,672000.0,2,2.0,1.0,1.0,5.6,1980.0
1,2350000.0,4,4.0,2.0,2.0,5.6,1983.0
1,1312000.0,4,4.0,2.0,1.0,5.6,1955.0
1,1331000.0,2,2.0,1.0,1.0,5.6,1940.0
1,1800000.0,4,5.0,2.0,2.0,5.6,1940.0
1,1476000.0,3,3.0,2.0,2.0,5.6,1997.0
1,2590000.0,4,4.0,2.0,2.0,5.6,1928.0
1,2625000.0,4,4.0,2.0,2.0,5.6,1890.0
1,2265000.0,4,4.0,1.0,1.0,5.6,1930.0
1,1975000.0,5,3.0,2.0,1.0,5.6,1890.0
1,2550000.0,5,5.0,4.0,2.0,5.6,2016.0
1,1330000.0,3,3.0,2.0,2.0,5.6,1995.0
1,1450000.0,3,3.0,2.0,2.0,5.6,1998.0
1,3650000.0,3,3.0,2.0,3.0,5.6,1960.0
1,2450000.0,4,3.0,2.0,2.0,5.6,1900.0
1,2460000.0,4,4.0,4.0,2.0,5.6,1910.0
1,2850000.0,4,4.0,2.0,4.0,5.6,1890.0
1,2425000.0,5,5.0,2.0,2.0,5.6,1890.0
1,707500.0,2,2.0,1.0,1.0,5.6,1992.0
1,732000.0,3,3.0,1.0,1.0,5.6,1980.0
1,2875000.0,2,2.0,1.0,1.0,5.6,1910.0
1,1565000.0,3,3.0,1.0,1.0,5.6,1947.0
1,1500000.0,3,3.0,1.0,2.0,5.6,1941.0
1,1750000.0,4,4.0,3.0,2.0,5.6,2010.0
1,1440000.0,3,3.0,1.0,1.0,5.6,1900.0
1,2560000.0,4,4.0,3.0,4.0,5.6,1990.0
1,2600000.0,5,5.0,2.0,2.0,5.6,1959.0
1,3280000.0,5,4.0,5.0,2.0,5.6,1979.0
1,4005000.0,4,4.0,3.0,3.0,5.6,2009.0
1,2600000.0,4,4.0,3.0,2.0,5.6,1992.0
1,2800000.0,5,5.0,2.0,3.0,5.6,1900.0
1,1420000.0,3,3.0,2.0,2.0,5.6,1999.0
1,1800000.0,3,4.0,2.0,1.0,5.6,1910.0
1,2250000.0,4,4.0,3.0,2.0,5.6,1890.0
1,1950000.0,5,5.0,2.0,3.0,7.5,1940.0
1,1920000.0,3,3.0,1.0,2.0,7.5,1940.0
1,1615000.0,3,3.0,1.0,1.0,7.5,1933.0
1,1830000.0,4,4.0,2.0,3.0,7.5,1930.0
1,2081000.0,4,3.0,4.0,3.0,7.5,1960.0
1,1315000.0,4,4.0,2.0,2.0,7.5,1930.0
1,1750000.0,3,3.0,2.0,4.0,7.5,1930.0
1,2100000.0,5,5.0,3.0,2.0,7.5,1950.0
1,2175000.0,4,4.0,2.0,2.0,7.5,1940.0
1,1300000.0,6,6.0,3.0,2.0,7.5,1968.0
1,1350000.0,3,3.0,2.0,2.0,7.5,2005.0
1,1963000.0,3,3.0,2.0,2.0,7.5,2010.0
1,1315000.0,4,4.0,2.0,2.0,7.5,1930.0
1,1620000.0,3,3.0,2.0,2.0,7.5,2012.0
1,1260000.0,3,3.0,2.0,2.0,7.5,1990.0
3,615000.0,3,3.0,2.0,2.0,9.2,2007.0
3,715000.0,3,3.0,1.0,1.0,9.2,1970.0
3,826000.0,4,4.0,2.0,2.0,9.2,2012.0
3,711000.0,2,2.0,1.0,0.0,9.2,1920.0
3,695000.0,3,3.0,2.0,1.0,9.2,2012.0
3,490000.0,3,3.0,1.0,2.0,9.2,1960.0
3,502000.0,2,2.0,1.0,1.0,9.2,2005.0
3,721000.0,3,2.0,2.0,1.0,9.2,1955.0
3,1048000.0,4,3.0,2.0,1.0,9.2,1920.0
3,840000.0,3,3.0,1.0,1.0,9.2,1900.0
3,832000.0,3,3.0,1.0,2.0,9.2,1950.0
3,646000.0,2,2.0,1.0,2.0,9.2,1900.0
3,673000.0,3,3.0,1.0,2.0,9.2,1910.0
3,695000.0,3,3.0,1.0,2.0,9.2,2007.0
3,555000.0,3,3.0,1.0,2.0,9.2,2012.0
3,1350000.0,5,5.0,3.0,2.0,9.2,2009.0
3,510000.0,2,2.0,1.0,2.0,9.2,2014.0
3,746000.0,3,3.0,1.0,1.0,9.2,1950.0
3,765000.0,4,4.0,1.0,2.0,9.2,1955.0
3,740000.0,3,3.0,1.0,2.0,9.2,1950.0
3,770000.0,2,2.0,1.0,1.0,9.2,1955.0
3,490000.0,3,3.0,1.0,2.0,9.2,1960.0
3,675000.0,4,4.0,1.0,1.0,9.2,1950.0
3,865000.0,3,3.0,1.0,3.0,9.2,1940.0
3,600000.0,2,2.0,2.0,1.0,9.2,2012.0
3,773000.0,4,4.0,1.0,2.0,9.2,1970.0
1,2050000.0,3,2.0,2.0,1.0,7.4,1890.0
1,2300000.0,4,4.0,2.0,2.0,7.4,1977.0
1,3460000.0,4,4.0,2.0,2.0,7.4,2016.0
1,2400000.0,4,4.0,2.0,2.0,7.4,1890.0
1,2025000.0,3,3.0,2.0,2.0,7.4,1910.0
1,3800000.0,4,4.0,3.0,2.0,7.4,2016.0
1,1390000.0,3,3.0,2.0,1.0,7.4,1995.0
1,2415000.0,3,3.0,1.0,3.0,7.4,1910.0
1,1437000.0,3,2.0,1.0,1.0,7.4,1910.0
1,500000.0,2,2.0,1.0,1.0,7.4,1970.0
1,3400000.0,5,4.0,3.0,4.0,7.4,1920.0
1,2355000.0,3,3.0,2.0,4.0,7.4,1985.0
1,4240000.0,5,5.0,3.0,3.0,7.4,1890.0
1,1326000.0,2,2.0,1.0,0.0,7.4,1900.0
1,4525000.0,4,4.0,4.0,2.0,7.4,1925.0
1,1965000.0,4,4.0,2.0,1.0,7.4,1890.0
1,3470000.0,4,4.0,3.0,2.0,7.4,1915.0
1,2325000.0,5,5.0,3.0,2.0,7.4,2006.0
1,1970000.0,3,3.0,2.0,1.0,7.4,1910.0
1,1475000.0,2,2.0,1.0,1.0,7.4,2001.0
1,2300000.0,3,3.0,2.0,2.0,7.4,1920.0
1,1490000.0,3,3.0,1.0,1.0,11.2,1910.0
1,1210000.0,3,3.0,2.0,1.0,11.2,1993.0
1,2355000.0,4,4.0,2.0,3.0,11.2,1915.0
1,1036000.0,2,2.0,1.0,1.0,11.2,1910.0
1,2273000.0,3,3.0,3.0,1.0,11.2,1930.0
1,2350000.0,5,5.0,2.0,2.0,11.2,1915.0
1,2200000.0,4,4.0,3.0,2.0,11.2,1920.0
1,1185000.0,4,3.0,2.0,2.0,11.2,1950.0
1,1837000.0,3,4.0,2.0,1.0,11.2,1920.0
1,1253000.0,3,3.0,2.0,1.0,11.2,1994.0
1,1810000.0,5,5.0,3.0,2.0,11.2,1934.0
1,922000.0,3,3.0,2.0,2.0,11.2,2000.0
1,4802500.0,5,5.0,2.0,4.0,11.2,1919.0
1,1555000.0,3,3.0,2.0,2.0,11.2,1950.0
1,2123000.0,4,4.0,3.0,2.0,11.2,1930.0
1,2800000.0,4,4.0,2.0,3.0,11.2,1925.0
1,1700000.0,4,4.0,3.0,2.0,11.2,1930.0
1,1150000.0,2,2.0,1.0,2.0,11.2,1960.0
1,2001000.0,4,4.0,2.0,2.0,11.2,1910.0
1,1915000.0,3,3.0,2.0,2.0,11.2,1920.0
1,1690000.0,4,4.0,2.0,2.0,11.2,1920.0
1,1135000.0,3,3.0,3.0,2.0,11.2,1988.0
1,1240000.0,4,4.0,2.0,2.0,11.2,1990.0
1,1120000.0,3,3.0,2.0,2.0,11.2,1990.0
1,1500000.0,3,3.0,1.0,2.0,11.2,1886.0
1,1870000.0,3,3.0,2.0,1.0,11.2,1930.0
1,1580000.0,4,4.0,2.0,1.0,11.2,1920.0
1,1680000.0,3,3.0,2.0,2.0,11.2,1998.0
1,1100000.0,3,3.0,1.0,2.0,11.2,1960.0
1,2560000.0,4,4.0,3.0,2.0,11.2,2012.0
1,960000.0,3,3.0,2.0,1.0,11.2,1970.0
1,1297000.0,3,3.0,1.0,1.0,11.2,1948.0
1,1015000.0,3,3.0,2.0,2.0,11.2,2013.0
1,1335000.0,3,3.0,2.0,2.0,11.2,1965.0
1,1670000.0,3,3.0,2.0,1.0,11.2,1920.0
1,1350000.0,4,4.0,3.0,2.0,11.2,2010.0
1,1650000.0,3,3.0,1.0,2.0,11.2,1925.0
1,1550000.0,4,4.0,2.0,4.0,11.2,1970.0
1,950000.0,3,3.0,1.0,1.0,11.2,1999.0
1,1782500.0,3,3.0,1.0,2.0,11.2,1950.0
1,650000.0,2,2.0,2.0,1.0,11.2,2015.0
2,975000.0,3,3.0,1.0,2.0,8.7,1970.0
2,560000.0,3,3.0,2.0,2.0,8.7,2004.0
2,560000.0,3,3.0,2.0,2.0,8.7,2000.0
2,355000.0,2,2.0,1.0,1.0,8.7,2004.0
2,550000.0,3,3.0,2.0,2.0,8.7,2000.0
2,399000.0,2,2.0,1.0,1.0,8.7,1985.0
2,1105000.0,3,3.0,1.0,4.0,8.7,1950.0
2,730000.0,3,3.0,1.0,2.0,8.7,2000.0
2,410000.0,2,2.0,1.0,2.0,8.7,2000.0
2,920000.0,3,3.0,1.0,2.0,8.7,1920.0
2,1320000.0,3,3.0,2.0,2.0,8.7,1900.0
2,1150000.0,5,5.0,3.0,2.0,8.7,2002.0
2,847000.0,3,3.0,2.0,2.0,8.7,2002.0
2,1072000.0,3,3.0,2.0,2.0,8.7,1955.0
2,510000.0,2,2.0,2.0,1.0,8.7,2010.0
2,865000.0,3,3.0,2.0,2.0,8.7,2010.0
2,940000.0,4,4.0,2.0,1.0,8.7,2004.0
2,570000.0,2,3.0,1.0,2.0,8.7,2009.0
2,1900000.0,4,4.0,3.0,8.0,8.7,2013.0
2,429000.0,2,2.0,1.0,1.0,8.7,1980.0
2,456000.0,3,3.0,2.0,2.0,8.7,2005.0
2,408000.0,2,2.0,1.0,1.0,8.7,1980.0
2,780000.0,3,3.0,3.0,2.0,8.7,2000.0
2,440000.0,2,2.0,1.0,2.0,8.7,2000.0
2,1048700.0,4,3.0,2.0,2.0,8.7,1999.0
2,400000.0,2,2.0,1.0,2.0,8.7,2000.0
2,1215000.0,4,4.0,3.0,4.0,8.7,1950.0
2,1180000.0,4,4.0,3.0,2.0,8.7,1960.0
2,1117000.0,4,4.0,3.0,2.0,8.7,2005.0
2,770000.0,4,4.0,2.0,2.0,8.7,2000.0
2,1151000.0,5,5.0,2.0,5.0,8.7,1950.0
2,907000.0,3,3.0,1.0,2.0,8.7,1950.0
2,820000.0,3,3.0,2.0,2.0,8.7,2006.0
2,940000.0,3,3.0,1.0,1.0,8.7,1940.0
2,1030000.0,4,4.0,2.0,1.0,8.7,1925.0
2,1230000.0,4,3.0,3.0,2.0,8.7,2009.0
2,460000.0,3,3.0,2.0,1.0,8.7,2001.0
2,884500.0,3,3.0,2.0,2.0,8.7,2005.0
2,1010000.0,3,3.0,1.0,1.0,8.7,1940.0
2,820000.0,3,3.0,1.0,4.0,8.7,2006.0
1,2600000.0,3,3.0,1.0,1.0,4.1,1900.0
1,2350000.0,3,3.0,1.0,2.0,4.1,1900.0
1,1020000.0,2,2.0,1.0,1.0,4.1,1900.0
1,2360000.0,3,3.0,1.0,1.0,4.1,1900.0
1,3120000.0,4,4.0,2.0,1.0,4.1,1900.0
1,1025000.0,2,2.0,1.0,0.0,4.1,1910.0
1,1920000.0,2,2.0,1.0,0.0,4.1,1910.0
1,2623000.0,3,3.0,2.0,2.0,4.1,2010.0
1,1500000.0,3,3.0,2.0,1.0,4.1,1880.0
1,1630000.0,2,2.0,1.0,0.0,4.1,1915.0
1,1910000.0,3,3.0,1.0,3.0,4.1,1900.0
1,1320000.0,2,2.0,1.0,1.0,11.8,1950.0
1,2588000.0,3,3.0,3.0,2.0,11.8,1920.0
1,1400000.0,5,5.0,4.0,2.0,11.8,1979.0
1,2200000.0,4,4.0,2.0,2.0,11.8,1930.0
1,1310000.0,3,3.0,2.0,2.0,11.8,2001.0
1,2335000.0,4,4.0,2.0,2.0,11.8,1938.0
1,2000000.0,4,3.0,2.0,1.0,11.8,1929.0
1,1815000.0,5,5.0,1.0,0.0,11.8,1950.0
1,3900000.0,4,4.0,2.0,6.0,11.8,1903.0
1,1200000.0,3,3.0,2.0,2.0,11.8,2000.0
1,1564000.0,3,3.0,2.0,2.0,11.8,1950.0
1,1055000.0,3,3.0,2.0,2.0,6.9,2009.0
1,1780000.0,4,4.0,3.0,2.0,6.9,1920.0
1,1440000.0,3,3.0,2.0,1.0,6.9,1880.0
1,1225000.0,4,4.0,1.0,1.0,6.9,1920.0
1,1445000.0,4,3.0,3.0,2.0,6.9,1920.0
1,990000.0,3,3.0,1.0,2.0,6.9,1900.0
1,1550000.0,3,3.0,2.0,3.0,6.9,2014.0
1,1170000.0,3,3.0,1.0,1.0,6.9,1930.0
1,1120000.0,4,4.0,1.0,1.0,6.9,1915.0
1,1530000.0,4,3.0,2.0,1.0,6.9,1906.0
1,1350000.0,4,4.0,2.0,2.0,6.9,1880.0
1,832000.0,3,3.0,2.0,2.0,6.9,1997.0
1,2400000.0,4,4.0,4.0,2.0,6.9,1900.0
1,1211000.0,4,3.0,1.0,3.0,6.9,1910.0
1,1630000.0,3,3.0,2.0,0.0,6.9,1900.0
1,1160000.0,3,3.0,1.0,1.0,6.9,1910.0
1,1361500.0,4,4.0,1.0,2.0,6.9,1920.0
1,945000.0,2,2.0,1.0,0.0,6.9,1890.0
1,860000.0,2,2.0,1.0,1.0,6.9,1920.0
1,1637000.0,4,4.0,1.0,3.0,6.9,1900.0
1,1505000.0,3,3.0,2.0,2.0,6.9,2007.0
1,515000.0,2,2.0,1.0,1.0,6.9,2006.0
1,1322000.0,4,3.0,1.0,1.0,6.9,1930.0
1,1015000.0,2,2.0,1.0,1.0,6.9,1910.0
1,840000.0,3,3.0,1.0,0.0,6.9,1910.0
1,1900000.0,5,5.0,3.0,2.0,6.9,1925.0
1,890500.0,3,3.0,2.0,1.0,6.9,1950.0
1,2340000.0,5,5.0,3.0,3.0,6.9,2009.0
1,1400000.0,3,3.0,2.0,2.0,6.9,1890.0
1,930000.0,3,2.0,1.0,1.0,6.9,1900.0
1,1640000.0,4,4.0,2.0,1.0,6.9,1920.0
1,1480000.0,3,3.0,1.0,2.0,6.9,1910.0
1,980000.0,5,5.0,2.0,2.0,6.9,2004.0
1,842500.0,3,3.0,2.0,1.0,6.9,1995.0
1,1345000.0,4,4.0,2.0,2.0,6.9,1910.0
1,849000.0,2,2.0,1.0,1.0,6.9,1930.0
1,1425000.0,3,3.0,1.0,1.0,6.9,1900.0
1,1345000.0,3,3.0,2.0,1.0,6.9,1930.0
1,726000.0,4,4.0,2.0,1.0,6.9,2000.0
1,1250000.0,3,3.0,2.0,1.0,6.9,2002.0
1,870000.0,3,3.0,2.0,2.0,6.9,2000.0
1,1725000.0,3,3.0,2.0,3.0,6.9,1950.0
1,1505000.0,4,4.0,2.0,2.0,6.9,1910.0
1,850000.0,3,3.0,2.0,1.0,6.9,1915.0
1,956000.0,2,2.0,1.0,2.0,6.9,1920.0
1,1740000.0,5,4.0,1.0,2.0,6.9,1930.0
1,1683000.0,3,3.0,2.0,2.0,6.9,1880.0
1,1130000.0,3,3.0,2.0,2.0,6.9,2013.0
1,930000.0,3,3.0,3.0,1.0,6.9,1910.0
1,822500.0,2,3.0,1.0,1.0,6.9,1900.0
1,800000.0,2,2.0,2.0,2.0,6.9,1970.0
2,1224000.0,3,3.0,1.0,3.0,14.6,1960.0
2,1000000.0,3,3.0,2.0,2.0,14.6,1970.0
2,1090000.0,3,3.0,2.0,2.0,14.6,1960.0
2,836000.0,3,3.0,1.0,4.0,14.6,1970.0
2,1417250.0,3,3.0,2.0,2.0,14.6,1950.0
2,950000.0,2,2.0,1.0,3.0,14.6,1950.0
2,1140000.0,4,4.0,2.0,1.0,14.6,2015.0
2,750000.0,3,3.0,2.0,1.0,14.6,2010.0
2,1000000.0,4,4.0,3.0,4.0,14.6,1960.0
2,1200000.0,4,4.0,2.0,1.0,14.6,1955.0
2,987000.0,3,3.0,1.0,1.0,14.6,1960.0
2,937000.0,3,3.0,2.0,1.0,14.6,1960.0
2,1426000.0,4,4.0,2.0,1.0,14.6,1950.0
2,1016000.0,4,4.0,3.0,2.0,14.6,2000.0
2,901000.0,3,2.0,2.0,3.0,14.6,1955.0
2,1300000.0,4,4.0,3.0,2.0,14.6,1973.0
2,975000.0,3,2.0,1.0,2.0,14.6,1940.0
2,1070000.0,4,4.0,2.0,1.0,14.6,1955.0
2,960000.0,3,3.0,1.0,1.0,14.6,1960.0
2,725000.0,3,3.0,2.0,1.0,14.6,1950.0
2,800000.0,3,3.0,2.0,2.0,14.6,1990.0
