SuburbClass,Rooms,Bathroom,Car,Distance,Latitude,Longitude,HouseAgeType_historic,HouseAgeType_modern
3,3,1.0,1.0,9.9,-37.718,144.94,0,1
3,3,3.0,2.0,17.9,-37.96062,145.04296000000005,0,1
1,4,4.0,2.0,11.4,-37.91888,145.04775,1,0
1,4,2.0,2.0,11.8,-37.9035,145.028,1,0
3,2,1.0,0.0,4.4,-37.7849,144.9197,1,0
1,3,1.0,2.0,11.2,-37.8784,145.0654,0,1
1,3,2.0,2.0,16.7,-37.88255,145.14727,0,1
3,3,2.0,1.0,31.2,-38.07912,145.12965,1,0
1,3,1.0,1.0,1.6,-37.7966,144.9821,1,0
3,3,2.0,2.0,12.0,-37.71331,144.9871,1,0
3,3,1.0,0.0,17.2,-37.8324,145.20467,1,0
1,3,2.0,2.0,6.5,-37.7515,144.9857,1,0
1,2,1.0,1.0,3.4,-37.7927,144.9981,1,0
1,4,2.0,0.0,5.6,-37.8127,145.0451,1,0
1,3,1.0,1.0,11.2,-37.919,144.9953,1,0
3,3,2.0,1.0,11.0,-37.86066,144.82013,0,1
3,5,2.0,2.0,20.0,-37.98439000000001,145.06812,0,1
1,4,3.0,2.0,10.2,-37.87036,145.08471,0,1
1,3,2.0,6.0,7.7,-37.8839,144.9831,1,0
1,3,1.0,2.0,7.5,-37.75009,144.89271000000005,1,0
1,2,1.0,0.0,3.4,-37.7925,144.9995,1,0
1,3,1.0,2.0,10.4,-37.8878,145.0456,1,0
3,3,1.0,1.0,12.6,-37.7796,144.8372,1,0
1,4,3.0,2.0,8.5,-37.8871,145.0081,1,0
3,3,1.0,1.0,7.7,-37.831,144.8884,0,1
3,3,2.0,3.0,28.5,-37.98841,145.26001000000005,0,1
1,2,1.0,1.0,9.2,-37.8541,145.05100000000004,1,0
3,3,2.0,2.0,23.2,-37.82391,145.30266,0,1
3,2,1.0,1.0,11.2,-37.7295,145.0243,0,1
1,3,1.0,0.0,3.0,-37.85356,144.96415,1,0
3,3,2.0,4.0,12.8,-37.7473,144.8555,0,1
1,5,3.0,2.0,9.2,-37.7975,145.0961,1,0
1,2,1.0,2.0,5.5,-37.76300000000001,144.9886,1,0
1,1,1.0,1.0,21.5,-37.99825,145.08696,0,1
1,3,2.0,2.0,6.9,-37.767,144.9108,1,0
3,3,1.0,2.0,38.0,-38.16483,145.16383000000005,0,1
3,2,1.0,1.0,5.9,-37.7528,144.9368,1,0
3,3,2.0,2.0,20.6,-37.63382,144.92774,0,1
3,2,1.0,1.0,13.0,-37.7067,144.9331,1,0
3,3,1.0,2.0,9.1,-37.8268,144.8675,0,1
1,3,1.0,2.0,5.5,-37.7648,145.0098,0,1
3,3,2.0,2.0,13.9,-37.7792,144.8117,0,1
1,3,1.0,0.0,2.6,-37.8167,144.9978,1,0
1,3,2.0,2.0,6.2,-37.75947,144.92542,0,1
3,3,2.0,3.0,8.9,-37.855,144.8742,0,1
1,3,2.0,2.0,11.2,-37.9082,144.9968,0,1
1,3,2.0,1.0,11.2,-37.8799,145.0552,1,0
1,3,3.0,1.0,2.5,-37.8017,145.0001,0,1
1,3,2.0,0.0,15.2,-37.94785,145.01467,1,0
3,4,2.0,2.0,18.0,-37.719,144.76699,0,1
3,4,1.0,1.0,12.6,-37.7945,144.8267,1,0
3,2,1.0,1.0,14.5,-37.71098,145.08926,0,1
3,3,2.0,6.0,11.2,-37.69647,144.9113,1,0
1,3,2.0,2.0,9.8,-37.8982,145.0121,0,1
3,3,1.0,1.0,8.5,-37.71594,144.92986000000005,1,0
1,4,3.0,2.0,3.5,-37.7855,144.9789,0,1
1,4,2.0,2.0,9.2,-37.7839,145.0954,1,0
3,2,1.0,1.0,9.9,-37.7233,144.9507,0,1
3,2,1.0,2.0,11.2,-37.70612,144.9144,0,1
3,4,2.0,2.0,23.8,-37.71429000000001,144.72492,0,1
1,3,1.0,0.0,4.3,-37.77561,144.91695,1,0
3,4,2.0,4.0,13.5,-37.7914,144.7918,0,1
3,3,1.0,2.0,14.7,-37.9377,145.0856,0,1
3,3,1.0,1.0,18.4,-37.86744,144.65608999999995,0,1
1,2,1.0,0.0,4.6,-37.8163,145.0251,1,0
3,4,2.0,2.0,31.7,-37.56284,144.71187,0,1
1,3,2.0,2.0,8.4,-37.8683,145.03909,1,0
1,4,2.0,2.0,9.2,-37.7959,145.0787,1,0
3,3,1.0,2.0,6.4,-37.78242,144.86955,1,0
1,3,3.0,1.0,11.2,-37.8727,145.0458,1,0
3,2,1.0,1.0,9.9,-37.7306,144.9357,1,0
3,3,2.0,2.0,22.2,-37.98146,145.11715,0,1
3,2,1.0,1.0,20.6,-37.57467000000001,144.92229,0,1
1,3,1.0,2.0,6.3,-37.8542,145.0149,1,0
1,4,3.0,2.0,10.3,-37.7615,145.0705,1,0
1,3,1.0,0.0,5.5,-37.7756,144.9891,1,0
3,4,2.0,1.0,6.4,-37.7914,144.8957,1,0
3,3,1.0,0.0,8.8,-37.73752,145.05228,1,0
3,3,1.0,2.0,9.2,-37.7838,144.8724,1,0
3,4,3.0,2.0,11.2,-37.7387,144.8827,0,1
3,4,1.0,2.0,11.2,-37.70542,144.95127,1,0
1,4,2.0,2.0,13.8,-37.7647,145.1186,0,1
3,3,1.0,1.0,14.7,-37.88632,144.67582,0,1
3,2,1.0,4.0,13.3,-37.7689,144.8402,1,0
1,5,2.0,4.0,11.2,-37.8756,145.0561,1,0
1,3,1.0,2.0,7.8,-37.8379,145.0849,1,0
1,2,1.0,2.0,5.9,-37.7772,144.9118,1,0
1,3,2.0,1.0,4.0,-37.76292,144.97975,0,1
1,3,2.0,2.0,2.6,-37.824,145.0052,0,1
3,3,2.0,2.0,9.9,-37.7223,144.9315,0,1
1,4,2.0,2.0,6.3,-37.8536,145.0173,1,0
3,2,1.0,1.0,8.8,-37.74931,145.05505,0,1
1,3,2.0,2.0,2.6,-37.8166,144.9987,1,0
3,4,2.0,2.0,8.4,-37.8366,144.8758,1,0
3,2,1.0,1.0,23.2,-37.845,145.25624,0,1
1,3,2.0,2.0,2.6,-37.8122,144.9937,0,1
3,3,1.0,2.0,14.7,-37.90111,144.63302,0,1
1,2,1.0,1.0,5.9,-37.7774,144.9186,1,0
1,3,2.0,2.0,5.6,-37.8013,145.0335,1,0
3,3,2.0,3.0,9.5,-37.7524,145.0393,1,0
1,2,1.0,0.0,3.5,-37.7898,144.9794,1,0
1,2,1.0,1.0,5.5,-37.7668,145.0063,0,1
3,3,1.0,2.0,19.6,-37.64954,145.03648,0,1
3,3,2.0,2.0,8.8,-37.7336,145.0022,0,1
1,3,1.0,2.0,11.7,-37.8505,145.1065,0,1
3,4,2.0,2.0,14.7,-37.935,145.083,0,1
1,3,2.0,2.0,11.0,-37.8655,145.0808,0,1
1,3,1.0,1.0,5.5,-37.7677,145.0142,1,0
1,3,2.0,2.0,2.5,-37.8278,144.9885,1,0
1,3,1.0,2.0,5.4,-37.80946,145.04251000000005,1,0
3,2,1.0,2.0,13.9,-37.7812,144.8121,1,0
3,3,2.0,1.0,11.7,-37.74214,144.86965,1,0
1,2,1.0,1.0,3.3,-37.8433,144.9962,0,1
3,3,2.0,2.0,17.4,-37.64023,144.91398999999996,0,1
1,4,3.0,2.0,14.2,-37.87833,145.13731,1,0
3,4,2.0,1.0,6.4,-37.79429,144.87412,1,0
1,3,1.0,2.0,11.8,-37.9047,145.0274,1,0
1,4,2.0,2.0,14.2,-37.86445,145.12538,0,1
1,2,1.0,1.0,7.9,-37.7702,145.0493,0,1
1,4,2.0,2.0,9.3,-37.8894,145.0145,1,0
3,3,2.0,3.0,11.8,-37.7612,145.0968,0,1
3,4,1.0,1.0,25.0,-37.85652,145.2758,0,1
1,2,1.0,1.0,11.2,-37.9122,145.0038,1,0
1,3,2.0,1.0,13.0,-37.9134,145.0263,1,0
3,2,1.0,2.0,5.9,-37.7659,144.9487,0,1
3,3,1.0,2.0,11.2,-37.6917,144.9755,0,1
3,4,3.0,4.0,14.7,-37.85298,145.23935,0,1
1,4,2.0,5.0,13.8,-37.7631,145.1108,0,1
3,3,1.0,1.0,7.0,-37.8186,144.8736,1,0
1,4,1.0,4.0,7.8,-37.8441,145.0806,1,0
1,2,1.0,1.0,12.1,-37.8999,145.0643,0,1
1,4,1.0,2.0,13.9,-37.9193,145.0691,1,0
3,3,2.0,1.0,18.0,-37.7117,144.75204,0,1
1,4,2.0,3.0,11.0,-37.8711,145.0746,0,1
1,3,1.0,2.0,11.7,-37.8544,145.1114,1,0
3,3,2.0,2.0,34.9,-38.09111,145.19083999999995,0,1
3,3,1.0,1.0,14.5,-37.725,144.8586,0,1
3,3,2.0,2.0,18.4,-37.83867,144.7034,0,1
3,3,2.0,4.0,22.2,-37.98596,145.13187,0,1
3,2,2.0,1.0,9.2,-37.7801,144.869,0,1
1,2,1.0,0.0,4.5,-37.8577,145.0053,1,0
3,3,1.0,2.0,11.2,-37.7245,145.004,1,0
1,3,1.0,1.0,14.2,-37.87754,145.12076000000005,1,0
1,4,3.0,1.0,11.8,-37.9061,145.0509,1,0
3,3,1.0,1.0,11.2,-37.7019,145.0256,0,1
3,4,2.0,2.0,4.3,-37.7833,144.89717,0,1
3,2,1.0,0.0,5.1,-37.80257,144.88811,1,0
1,5,2.0,2.0,11.8,-37.908,145.0502,1,0
1,5,3.0,2.0,9.2,-37.7854,145.0869,0,1
3,4,2.0,2.0,21.8,-37.68001,145.16,0,1
1,4,2.0,2.0,6.3,-37.85249,145.02091,1,0
1,2,1.0,0.0,3.8,-37.8346,144.9373,1,0
1,3,1.0,1.0,13.1,-37.8275,145.1232,0,1
3,4,1.0,1.0,7.8,-37.7537,144.9532,1,0
1,4,2.0,2.0,8.0,-37.8647,144.8867,1,0
1,2,1.0,1.0,2.6,-37.8245,144.9933,1,0
1,4,3.0,2.0,10.2,-37.82671,145.11068,0,1
1,3,1.0,4.0,13.9,-37.7942,145.1218,0,1
3,4,2.0,2.0,25.9,-37.606,145.08785,0,1
3,3,1.0,2.0,19.6,-37.65843,145.03091,0,1
3,3,2.0,1.0,10.4,-37.7325,144.88272,0,1
3,3,1.0,1.0,12.3,-37.89941,145.11523,0,1
3,3,1.0,1.0,14.5,-37.7259,144.8579,0,1
3,4,2.0,2.0,35.4,-38.08814,145.12598,1,0
1,3,2.0,1.0,5.9,-37.7816,144.9217,1,0
3,2,1.0,1.0,4.4,-37.7851,144.922,1,0
1,3,2.0,2.0,7.2,-37.88148,145.00538999999995,1,0
1,4,3.0,2.0,5.3,-37.83508,145.0429,1,0
3,2,2.0,1.0,7.8,-37.8115,144.8763,0,1
3,4,2.0,1.0,12.1,-37.7062,144.9387,0,1
3,3,2.0,2.0,17.2,-37.82158,145.21129,0,1
1,2,2.0,1.0,2.7,-37.83554,144.97956000000005,1,0
3,3,1.0,1.0,27.0,-38.04922,145.13904,0,1
1,3,2.0,1.0,4.5,-37.8526,145.0071,0,1
1,3,2.0,3.0,11.0,-37.8737,145.0695,1,0
1,3,2.0,4.0,11.7,-37.8603,145.0979,1,0
1,3,1.0,3.0,4.6,-37.8176,145.0204,1,0
3,3,1.0,3.0,10.5,-37.77917,144.81407,1,0
1,4,2.0,4.0,10.7,-37.9255,145.0118,1,0
3,2,1.0,1.0,5.9,-37.7604,144.9488,1,0
1,4,2.0,2.0,11.2,-37.8345,145.1009,0,1
1,2,1.0,1.0,9.7,-37.8092,145.0789,0,1
1,4,2.0,2.0,11.4,-37.8955,145.0515,1,0
1,2,1.0,1.0,10.7,-37.9153,145.0142,1,0
3,2,1.0,1.0,8.7,-37.7732,144.8927,0,1
3,3,1.0,1.0,17.9,-37.96402,145.06658000000004,1,0
3,3,1.0,2.0,10.5,-37.79128,144.82362,0,1
3,2,1.0,1.0,15.4,-37.8231,145.17911,0,1
3,2,1.0,1.0,13.5,-37.7298,144.8883,0,1
3,3,1.0,1.0,33.3,-38.0457,145.27395,0,1
1,3,2.0,2.0,4.6,-37.85679,145.00089,1,0
3,3,1.0,1.0,23.2,-37.84291,145.25545,0,1
1,3,2.0,1.0,2.1,-37.8363,144.9628,1,0
1,3,2.0,2.0,5.9,-37.7727,144.9055,1,0
3,4,2.0,2.0,9.5,-37.75861,144.86687,0,1
1,2,1.0,1.0,2.5,-37.8052,144.9963,1,0
1,2,1.0,1.0,5.5,-37.7659,144.9903,1,0
1,2,1.0,1.0,9.2,-37.7935,145.0679,0,1
1,3,2.0,1.0,7.5,-37.75126,144.89558,1,0
1,2,2.0,1.0,3.0,-37.80269000000001,145.0001,0,1
3,3,1.0,1.0,9.9,-37.7234,144.9497,0,1
1,4,3.0,2.0,8.5,-37.8891,145.0102,0,1
1,3,1.0,1.0,5.6,-37.8021,145.0391,1,0
1,2,1.0,1.0,5.2,-37.75867,144.95678999999996,0,1
1,2,1.0,1.0,8.0,-37.758,144.9311,0,1
3,3,2.0,2.0,4.4,-37.7824,144.9243,0,1
1,4,3.0,2.0,12.1,-37.8958,145.0696,0,1
1,2,1.0,0.0,3.3,-37.8436,144.9925,1,0
1,2,1.0,0.0,4.5,-37.8512,145.0053,1,0
3,3,1.0,2.0,11.2,-37.728,145.0352,1,0
3,3,1.0,2.0,15.3,-37.68211,145.03204,0,1
3,4,2.0,4.0,14.7,-37.9316,145.0821,1,0
3,3,2.0,2.0,18.0,-37.7143,144.77096,0,1
1,4,3.0,2.0,8.0,-37.7527,144.8957,0,1
3,3,1.0,2.0,6.7,-37.73251,144.98178,0,1
1,3,1.0,2.0,9.2,-37.7862,145.0781,1,0
1,4,2.0,2.0,9.7,-37.79466,145.06564,1,0
3,2,1.0,1.0,9.4,-37.7389,144.8998,1,0
1,3,2.0,2.0,11.0,-37.8673,145.0688,1,0
3,3,3.0,2.0,7.0,-37.816,144.8936,1,0
1,3,2.0,2.0,9.2,-37.8529,145.0605,0,1
3,4,2.0,2.0,15.5,-37.72086,144.79399999999995,0,1
1,3,2.0,0.0,7.9,-37.7551,145.05,1,0
3,4,2.0,4.0,16.3,-37.66747,144.98802,0,1
3,4,1.0,1.0,7.8,-37.8105,144.8803,1,0
3,2,1.0,1.0,11.2,-37.7139,145.0198,0,1
3,3,2.0,2.0,11.7,-37.73936,144.85873999999995,0,1
1,2,2.0,1.0,1.6,-37.7976,144.9778,0,1
1,3,2.0,3.0,6.5,-37.7617,145.0117,0,1
1,3,2.0,1.0,7.4,-37.8607,145.0373,1,0
3,3,3.0,1.0,10.5,-37.77,144.8572,0,1
1,3,1.0,2.0,14.0,-37.8946,145.0944,0,1
1,4,2.0,1.0,13.0,-37.898,145.0815,1,0
1,3,1.0,1.0,13.7,-37.9396,145.0156,1,0
1,4,1.0,2.0,13.9,-37.9147,145.0751,0,1
1,4,2.0,3.0,8.0,-37.7582,144.9128,1,0
3,4,2.0,2.0,13.6,-37.7016,144.8974,0,1
1,2,1.0,1.0,8.0,-37.7502,144.8923,1,0
3,3,2.0,2.0,12.8,-37.7322,144.8722,0,1
1,2,1.0,0.0,4.5,-37.7765,144.9751,1,0
1,3,1.0,1.0,6.4,-37.7802,145.0243,0,1
1,3,1.0,3.0,13.8,-37.92041,145.07901,1,0
3,3,1.0,2.0,11.2,-37.69777,144.91952,1,0
3,5,1.0,1.0,13.0,-37.6979,144.941,0,1
3,2,1.0,2.0,10.9,-37.8241,144.8419,1,0
3,4,1.0,1.0,7.8,-37.7525,144.94799999999995,1,0
1,3,3.0,1.0,3.4,-37.7946,144.9989,0,1
1,4,3.0,1.0,1.9,-37.83591,144.94963,1,0
3,4,2.0,2.0,10.5,-37.7404,145.0582,1,0
3,2,2.0,1.0,12.0,-37.72487,145.00705,0,1
3,3,2.0,2.0,14.8,-37.75107,144.78415,0,1
1,3,3.0,1.0,13.9,-37.9149,145.0788,1,0
1,3,1.0,0.0,4.6,-37.8328,145.0065,1,0
3,3,1.0,1.0,12.0,-37.71289,145.01967,0,1
3,3,2.0,1.0,16.3,-37.67414,145.0205,0,1
1,2,1.0,0.0,3.5,-37.7819,144.9824,1,0
1,4,2.0,0.0,3.3,-37.8377,144.9894,1,0
1,4,2.0,2.0,11.4,-37.91741,145.02873,1,0
3,2,1.0,1.0,4.2,-37.7918,144.9264,1,0
3,3,1.0,1.0,6.3,-37.81335,144.89471,1,0
1,4,1.0,2.0,5.3,-37.7631,144.99884,1,0
1,2,1.0,1.0,11.4,-37.90552,145.03087,0,1
1,3,2.0,1.0,3.5,-37.7923,144.9776,0,1
1,2,1.0,1.0,1.8,-37.793,144.9728,1,0
1,2,1.0,1.0,4.3,-37.77266,144.9131,1,0
1,3,1.0,1.0,11.8,-37.906,145.04,0,1
3,2,1.0,0.0,2.0,-37.79812,144.98873,1,0
3,3,2.0,2.0,12.7,-37.73058,145.08705,0,1
3,8,2.0,4.0,8.4,-37.8385,144.8824,1,0
1,4,2.0,2.0,13.8,-37.7595,145.1176,0,1
3,2,1.0,0.0,9.2,-37.789,144.8813,1,0
3,4,1.0,1.0,5.9,-37.7628,144.9459,1,0
1,2,1.0,0.0,2.4,-37.82241,145.00235,1,0
3,3,1.0,4.0,20.6,-37.60329,144.93948,0,1
3,4,2.0,2.0,8.7,-37.774,144.877,0,1
3,3,1.0,2.0,9.2,-37.7798,144.8661,0,1
1,3,1.0,2.0,5.9,-37.7819,144.9064,1,0
3,4,2.0,2.0,10.8,-37.7763,144.8543,0,1
1,2,1.0,2.0,6.9,-37.7641,144.9073,1,0
3,2,1.0,2.0,21.3,-37.80551,145.24589,0,1
1,3,2.0,1.0,2.6,-37.8225,145.0029,1,0
3,3,2.0,3.0,11.2,-37.7271,144.9968,1,0
1,3,1.0,3.0,5.5,-37.7741,144.9971,1,0
1,3,1.0,1.0,6.9,-37.7701,144.9172,1,0
3,3,1.0,1.0,7.8,-37.7549,144.9611,1,0
1,4,2.0,2.0,7.5,-37.8332,145.0461,1,0
1,2,1.0,2.0,11.2,-37.8796,145.0876,0,1
1,3,2.0,2.0,3.3,-37.8416,144.9959,1,0
3,2,2.0,1.0,7.4,-37.8813,144.9964,0,1
3,2,1.0,1.0,11.4,-37.7458,145.0609,0,1
3,3,1.0,2.0,9.4,-37.7445,145.0386,1,0
3,4,1.0,0.0,6.2,-37.84373,144.88603999999995,0,1
1,2,2.0,2.0,2.4,-37.82324000000001,144.99174,1,0
3,2,2.0,2.0,21.3,-37.80401,145.25225,1,0
3,4,2.0,2.0,14.7,-37.78774,144.76019,0,1
3,3,1.0,2.0,8.8,-37.7418,144.9934,1,0
1,3,1.0,3.0,8.0,-37.7578,144.9317,1,0
1,3,2.0,1.0,5.2,-37.7719,144.9661,1,0
1,3,2.0,1.0,9.7,-37.79094,145.07899,1,0
1,5,2.0,2.0,12.1,-37.9055,145.0691,1,0
1,3,1.0,2.0,13.8,-37.7668,145.1086,1,0
3,3,2.0,2.0,6.7,-37.75107,144.95112,1,0
1,3,2.0,1.0,12.1,-37.8936,145.0709,0,1
1,3,2.0,1.0,3.0,-37.84152,144.95027,1,0
1,4,2.0,2.0,9.2,-37.8479,145.0557,1,0
1,4,2.0,2.0,7.5,-37.75178,144.89876,1,0
1,5,2.0,2.0,13.8,-37.93228,145.07026000000005,1,0
1,3,2.0,1.0,8.5,-37.8885,145.0133,1,0
3,2,1.0,1.0,12.3,-37.90241,145.12378,1,0
1,4,2.0,2.0,10.3,-37.762,145.0645,1,0
3,2,1.0,1.0,13.0,-37.7072,144.9252,0,1
1,3,2.0,2.0,13.4,-37.84453,145.14446,0,1
1,2,1.0,0.0,2.5,-37.8016,144.9956,1,0
1,2,2.0,1.0,9.7,-37.7245,144.9097,0,1
3,3,1.0,2.0,13.0,-37.7019,144.9225,1,0
1,4,1.0,0.0,2.6,-37.8201,144.9898,1,0
1,3,2.0,2.0,11.2,-37.8734,145.0887,1,0
3,2,1.0,1.0,6.7,-37.74483,144.97269,1,0
3,3,1.0,2.0,14.8,-37.76545,144.76458,0,1
3,3,1.0,1.0,6.7,-37.75535,144.96481,0,1
1,2,1.0,2.0,2.5,-37.801,144.9989,1,0
1,5,2.0,2.0,13.7,-37.9386,145.006,1,0
1,4,2.0,2.0,3.2,-37.7804,144.9748,1,0
3,4,2.0,1.0,14.6,-37.9394,145.0408,1,0
1,3,1.0,1.0,8.0,-37.755,144.9272,1,0
3,3,2.0,1.0,5.9,-37.7585,144.9504,1,0
1,4,2.0,2.0,13.8,-37.90866,145.07533,0,1
3,3,1.0,0.0,10.5,-37.77917,144.82223,1,0
3,4,1.0,4.0,11.1,-37.8448,144.8529,0,1
3,2,1.0,1.0,9.9,-37.7196,144.9485,1,0
1,3,1.0,1.0,5.2,-37.75746,144.95633,0,1
3,3,2.0,1.0,12.6,-37.7939,144.8261,0,1
3,3,1.0,1.0,12.4,-37.7157,145.0386,0,1
1,4,2.0,2.0,11.4,-37.8916,145.0543,1,0
1,3,1.0,3.0,13.9,-37.9347,145.0507,1,0
3,3,2.0,2.0,22.2,-37.986,145.12035,0,1
3,3,1.0,1.0,11.1,-37.8277,144.8385,1,0
1,3,1.0,2.0,7.8,-37.8454,145.0707,1,0
3,2,1.0,0.0,3.4,-37.79067,144.92844,1,0
3,3,1.0,5.0,8.4,-37.8417,144.8896,1,0
1,3,2.0,1.0,4.6,-37.8155,145.019,1,0
3,2,1.0,1.0,11.2,-37.7126,144.99,0,1
1,2,2.0,1.0,2.3,-37.8018,144.9429,0,1
3,5,3.0,2.0,17.9,-37.6641,145.05123,0,1
3,3,2.0,2.0,6.4,-37.80735,144.87361,0,1
1,3,2.0,1.0,11.4,-37.8871,145.05200000000005,1,0
1,3,2.0,2.0,6.3,-37.8614,145.0274,1,0
3,2,1.0,1.0,14.6,-37.9369,145.0473,0,1
3,4,2.0,2.0,9.4,-37.738,145.0374,0,1
3,3,1.0,1.0,19.9,-37.7987,145.23032,1,0
3,2,1.0,1.0,10.5,-37.756,144.8641,0,1
1,4,3.0,2.0,8.5,-37.883,144.999,1,0
1,4,2.0,2.0,16.7,-37.87738,145.18083,0,1
1,5,3.0,2.0,11.7,-37.848,145.09799999999996,1,0
1,4,2.0,1.0,11.8,-37.9065,145.0461,1,0
1,3,1.0,0.0,1.3,-37.81351,144.98803999999996,1,0
3,3,1.0,2.0,31.7,-37.68146,144.57106000000005,0,1
1,4,3.0,2.0,14.3,-37.79773,145.15141,0,1
1,4,1.0,3.0,8.0,-37.8621,144.8999,1,0
3,3,2.0,2.0,18.4,-37.83353,144.67324,0,1
1,2,2.0,1.0,10.1,-37.88592,145.04781,0,1
1,2,1.0,0.0,3.5,-37.7933,144.9824,1,0
3,2,1.0,3.0,22.7,-37.96903,145.18999,0,1
3,2,1.0,0.0,4.4,-37.7846,144.9347,1,0
3,2,1.0,2.0,12.4,-37.7038,144.9638,0,1
3,3,2.0,1.0,7.8,-37.7546,144.9713,0,1
1,4,3.0,1.0,13.9,-37.9164,145.0765,1,0
1,4,2.0,2.0,11.4,-37.90433,145.05163000000005,1,0
3,3,2.0,1.0,12.4,-37.7062,144.9688,0,1
1,3,2.0,1.0,9.3,-37.8899,145.023,1,0
1,3,3.0,1.0,5.2,-37.7575,144.9647,0,1
3,3,1.0,4.0,15.0,-37.7392,144.8241,0,1
3,2,1.0,1.0,31.2,-38.07938,145.13227,0,1
3,3,1.0,1.0,11.2,-37.736,144.8839,1,0
1,2,1.0,2.0,2.5,-37.806,144.9954,1,0
1,4,2.0,4.0,5.4,-37.80127,145.03733,1,0
3,3,1.0,1.0,8.4,-37.8414,144.892,1,0
1,3,2.0,2.0,9.2,-37.8501,145.059,1,0
1,2,2.0,2.0,2.6,-37.8209,145.0055,0,1
1,3,1.0,2.0,12.4,-37.79436,145.13869,0,1
1,3,2.0,2.0,6.1,-37.8641,144.9739,1,0
3,3,1.0,0.0,13.5,-37.789,144.8195,0,1
1,2,1.0,0.0,6.1,-37.8654,144.9809,1,0
3,4,1.0,3.0,5.1,-37.79221,144.89076,1,0
3,4,2.0,2.0,18.4,-37.86821,144.69566,0,1
1,3,2.0,2.0,11.7,-37.8445,145.1011,1,0
3,2,1.0,1.0,6.7,-37.73883,144.95321,1,0
3,3,2.0,1.0,13.6,-37.709,144.8964,0,1
1,4,2.0,2.0,15.2,-37.95685,145.01977,1,0
1,4,2.0,1.0,11.2,-37.8834,145.0635,1,0
3,3,2.0,2.0,4.3,-37.77449,144.88011,0,1
1,4,3.0,0.0,7.7,-37.8775,144.9808,0,1
3,2,1.0,2.0,27.0,-38.0371,145.11717,0,1
3,3,2.0,2.0,7.0,-37.8127,144.8965,0,1
3,3,2.0,2.0,16.2,-37.72394,145.12456,0,1
1,3,1.0,1.0,11.7,-37.8525,145.1198,1,0
3,3,2.0,2.0,11.2,-37.7445,144.8834,0,1
1,3,2.0,1.0,5.7,-37.77788,145.01963999999995,1,0
1,3,2.0,3.0,13.7,-37.9395,145.0088,0,1
1,4,2.0,2.0,13.8,-37.93167,145.00134,1,0
1,3,2.0,0.0,5.2,-37.77588,144.95736000000005,1,0
1,4,2.0,2.0,11.0,-37.8664,145.0772,1,0
3,3,1.0,4.0,19.6,-37.65105,145.04613,0,1
3,3,1.0,0.0,36.9,-38.1187,145.14973,0,1
1,3,2.0,2.0,12.2,-37.8655,145.1096,0,1
1,3,1.0,1.0,9.8,-37.7537,144.8856,1,0
1,4,2.0,2.0,7.8,-37.87206,145.03512,1,0
1,3,2.0,2.0,14.2,-37.8605,145.12853,0,1
3,3,2.0,2.0,6.2,-37.85134,144.88636,0,1
3,3,1.0,0.0,6.6,-37.8066,144.8853,1,0
3,4,2.0,1.0,14.0,-37.73986,144.81105,1,0
3,2,1.0,2.0,5.1,-37.79047,144.88289,1,0
3,2,1.0,2.0,9.4,-37.7389,145.0393,1,0
1,4,3.0,2.0,13.9,-37.9347,145.0546,0,1
3,3,1.0,0.0,5.9,-37.76300000000001,144.9439,1,0
3,3,2.0,2.0,14.7,-37.85695,145.15143999999995,0,1
1,3,1.0,0.0,5.2,-37.7704,144.9695,1,0
3,2,1.0,1.0,7.8,-37.7484,144.9521,1,0
3,3,1.0,2.0,9.2,-37.7215,144.9533,1,0
1,2,1.0,0.0,4.1,-37.8498,144.9628,1,0
1,3,1.0,0.0,3.4,-37.7921,144.9858,1,0
3,2,1.0,1.0,11.2,-37.7089,145.0192,1,0
3,4,2.0,1.0,10.4,-37.74266,144.88577,0,1
3,3,2.0,2.0,8.7,-37.7848,144.8969,0,1
3,2,1.0,1.0,4.2,-37.7976,144.9213,0,1
1,4,2.0,2.0,11.8,-37.8993,145.0447,0,1
1,4,2.0,2.0,10.7,-37.9022,145.0125,1,0
3,4,2.0,2.0,20.6,-37.5729,144.93663,0,1
1,2,1.0,1.0,11.4,-37.8856,145.0599,0,1
3,2,1.0,1.0,7.0,-37.822,144.89,0,1
1,3,2.0,0.0,2.5,-37.797,144.9957,1,0
1,6,2.0,2.0,5.5,-37.7813,145.0065,0,1
3,3,1.0,4.0,11.2,-37.6983,144.9941,0,1
1,3,1.0,2.0,11.4,-37.8876,145.0502,1,0
1,4,2.0,1.0,10.4,-37.85374,145.12458999999996,1,0
1,3,1.0,2.0,4.6,-37.8139,145.0243,1,0
1,3,2.0,1.0,13.9,-37.9257,145.0811,0,1
3,3,1.0,2.0,11.2,-37.7054,144.9945,1,0
3,3,2.0,2.0,23.0,-37.76572,145.28915,1,0
3,3,1.0,1.0,6.4,-37.8023,144.8915,1,0
3,2,1.0,1.0,4.4,-37.7867,144.9342,1,0
1,3,1.0,2.0,13.9,-37.9251,145.0771,1,0
3,4,2.0,3.0,12.4,-37.7082,144.9725,0,1
3,3,1.0,0.0,12.6,-37.7886,144.8438,1,0
3,3,2.0,1.0,19.9,-37.82536,145.22228,0,1
1,4,2.0,4.0,12.4,-37.76846,145.11183,0,1
1,2,1.0,1.0,8.0,-37.7457,144.9061,0,1
3,3,1.0,2.0,14.0,-37.73497,144.7864,0,1
